Run,mutation_rate,Generation,Fitness,Time (s)
0,0.01,26,7.0,42.24983859062195
0,0.01,27,6.75,42.24983859062195
0,0.01,28,6.75,42.24983859062195
0,0.01,29,6.75,42.24983859062195
0,0.01,30,6.75,42.24983859062195
0,0.01,31,6.75,42.24983859062195
0,0.01,32,6.75,42.24983859062195
0,0.01,33,6.75,42.24983859062195
0,0.01,34,6.75,42.24983859062195
0,0.01,35,6.75,42.24983859062195
0,0.01,36,6.75,42.24983859062195
0,0.01,37,6.75,42.24983859062195
0,0.01,38,6.5,42.24983859062195
0,0.01,39,6.5,42.24983859062195
0,0.01,40,6.5,42.24983859062195
0,0.01,41,6.5,42.24983859062195
0,0.01,42,6.5,42.24983859062195
0,0.01,43,6.5,42.24983859062195
0,0.01,44,6.25,42.24983859062195
0,0.01,45,6.25,42.24983859062195
0,0.01,46,6.0,42.24983859062195
0,0.01,47,6.0,42.24983859062195
0,0.01,48,6.0,42.24983859062195
0,0.01,49,6.0,42.24983859062195
2,0.015,0,40.0,43.0771644115448
2,0.015,1,40.0,43.0771644115448
2,0.015,2,38.0,43.0771644115448
2,0.015,3,37.0,43.0771644115448
2,0.015,4,35.0,43.0771644115448
2,0.015,5,35.0,43.0771644115448
2,0.015,6,35.0,43.0771644115448
2,0.015,7,35.0,43.0771644115448
2,0.015,8,33.0,43.0771644115448
2,0.015,9,33.0,43.0771644115448
2,0.015,10,33.0,43.0771644115448
2,0.015,11,33.0,43.0771644115448
2,0.015,12,31.0,43.0771644115448
2,0.015,13,31.0,43.0771644115448
2,0.015,14,31.0,43.0771644115448
2,0.015,15,29.0,43.0771644115448
2,0.015,16,28.0,43.0771644115448
2,0.015,17,28.0,43.0771644115448
2,0.015,18,28.0,43.0771644115448
2,0.015,19,28.0,43.0771644115448
2,0.015,20,28.0,43.0771644115448
2,0.015,21,28.0,43.0771644115448
2,0.015,22,28.0,43.0771644115448
2,0.015,23,28.0,43.0771644115448
2,0.015,24,28.0,43.0771644115448
2,0.015,25,28.0,43.0771644115448
2,0.015,26,28.0,43.0771644115448
2,0.015,27,28.0,43.0771644115448
2,0.015,28,27.0,43.0771644115448
2,0.015,29,27.0,43.0771644115448
2,0.015,30,26.0,43.0771644115448
2,0.015,31,26.0,43.0771644115448
2,0.015,32,26.0,43.0771644115448
2,0.015,33,21.0,43.0771644115448
2,0.015,34,21.0,43.0771644115448
2,0.015,35,21.0,43.0771644115448
2,0.015,36,21.0,43.0771644115448
2,0.015,37,21.0,43.0771644115448
2,0.015,38,21.0,43.0771644115448
